callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
AZA60M,,4ca820,EI-WLA,B77W,KJFK,LIRF,2020-03-31 21:17:20+00:00,2020-04-01 05:10:37+00:00,2020-04-01 00:00:00+00:00,40.658305539923205,-73.75771262428975,304.8,41.76370239257812,12.24807045676491,129.54
AAL219,AA219,a4bb8a,N404AN,,,KLAX,2020-03-31 21:17:21+00:00,2020-04-01 02:40:07+00:00,2020-04-01 00:00:00+00:00,28.34454345703125,-81.43753051757812,2438.4,33.93830380197299,-118.37339401245121,99.06
ASA17,AS17,a78c43,N586AS,B738,KPHL,KSEA,2020-03-31 21:18:17+00:00,2020-04-01 02:39:45+00:00,2020-04-01 00:00:00+00:00,39.87442016601562,-75.22332896356994,0.0,47.45851135253906,-122.31793212890621,83.82000000000002
VACH102,,3b7777,739,C135,LFMI,LFMI,2020-03-31 21:18:27+00:00,2020-04-01 02:04:57+00:00,2020-04-01 00:00:00+00:00,43.40666198730469,4.943336664244186,914.4,43.54738397113347,4.806714739118304,510.54
SWA813,,a542d7,N438WN,B737,KDAL,KRIR,2020-03-31 21:19:05+00:00,2020-04-01 00:16:08+00:00,2020-04-01 00:00:00+00:00,32.85809326171875,-96.85783081054687,304.8,34.056930541992195,-117.4119536730708,1112.52
DAL2220,DL2220,a3b0fe,N337NB,A319,KIAD,KSEA,2020-03-31 21:19:37+00:00,2020-04-01 02:33:59+00:00,2020-04-01 00:00:00+00:00,38.93632507324219,-77.46507727581522,0.0,47.45841979980469,-122.31793212890621,76.2
THY6433,,4bb14e,,,LTBA,KORD,2020-03-31 21:19:42+00:00,2020-04-01 07:53:45+00:00,2020-04-01 00:00:00+00:00,40.9705810546875,28.82061767578125,-304.8,41.965725139036024,-87.93239859647525,182.88
DAL2076,DL2076,a3e525,N350DN,,KATL,KSLC,2020-03-31 21:19:59+00:00,2020-04-01 01:09:56+00:00,2020-04-01 00:00:00+00:00,33.646591186523445,-84.43839559749682,304.8,40.83222470041049,-112.1014334938743,3238.5
CAL5118,CI5118,899107,B-18721,B744,RCTP,KLAX,2020-03-31 21:20:24+00:00,2020-04-01 08:47:16+00:00,2020-04-01 00:00:00+00:00,25.06686401367188,121.23112996419269,0.0,33.935929637844275,-118.41859817504879,68.58
DAL1645,,a445d9,N3746H,B738,KCVG,KLAX,2020-03-31 21:20:47+00:00,2020-04-01 01:57:44+00:00,2020-04-01 00:00:00+00:00,39.046061887579455,-84.6925048828125,304.8,33.95282810017214,-118.39479446411129,91.44
AAL2561,,a40027,N357PV,B738,KRSW,KORD,2020-03-31 21:20:56+00:00,2020-04-01 00:07:25+00:00,2020-04-01 00:00:00+00:00,26.52204895019531,-81.77725162146227,304.8,41.97249984741211,-87.91398655284536,
QTR8983,,06a2c9,A7-BGB,B748,RKSI,OTHH,2020-03-31 21:21:04+00:00,2020-04-01 07:06:53+00:00,2020-04-01 00:00:00+00:00,37.503134517346396,126.4172296938689,304.8,25.26087356826006,51.624393103257674,-22.86
UAL2429,,a94ae3,N69804,B739,KEWR,CO12,2020-03-31 21:21:08+00:00,2020-04-01 00:59:56+00:00,2020-04-01 00:00:00+00:00,40.69685079283633,-74.165829745206,0.0,39.96647644042969,-104.68597412109379,2057.4
JBU405,B6405,aaf53a,N805JB,A320,KBOS,KLGB,2020-03-31 21:21:26+00:00,2020-04-01 03:25:57+00:00,2020-04-01 00:00:00+00:00,42.36204528808594,-70.97742254083806,0.0,33.8133544921875,-118.1459637077487,15.24
UPS167,,a3aa32,N335UP,B763,ZGSZ,WSAP,2020-03-31 21:21:55+00:00,2020-04-01 00:41:57+00:00,2020-04-01 00:00:00+00:00,22.67033463817532,113.79226684570308,304.8,1.255783081054688,103.93820552502649,609.6
SKW5259,,a06f5a,N127SY,E75L,KORD,KBOI,2020-03-31 21:22:36+00:00,2020-04-01 01:20:27+00:00,2020-04-01 00:00:00+00:00,41.96905517578125,-87.90629300204193,0.0,43.55823064254502,-116.2018694196429,899.1600000000002
ASA787,AS787,a4c6b3,N407AS,B739,,KSEA,2020-03-31 21:22:53+00:00,2020-04-01 02:36:40+00:00,2020-04-01 00:00:00+00:00,34.123214721679695,-81.13050188337053,9448.8,47.46473693847656,-122.31786346435551,91.44
ASA19,AS19,a657b9,N508AS,B738,KISM,KSEA,2020-03-31 21:22:58+00:00,2020-04-01 03:14:38+00:00,2020-04-01 00:00:00+00:00,28.3329488463321,-81.4148846794577,1524.0,47.46826171875,-122.30776977539058,137.16
SWA1095,,a4e8b4,N415WN,B737,KMCI,KLAX,2020-03-31 21:23:21+00:00,2020-04-01 00:48:27+00:00,2020-04-01 00:00:00+00:00,39.31173550880561,-94.72381591796876,304.8,33.95306086136123,-118.3926773071289,106.68
NKS805,NK805,a7e276,N607NK,A320,KATL,KLAS,2020-03-31 21:23:24+00:00,2020-04-01 01:27:56+00:00,2020-04-01 00:00:00+00:00,33.64665403204449,-84.43273544311523,304.8,36.07365495067532,-115.1206483232214,678.1800000000002
MSQT498,,ab3d46,N823PA,,KDVT,KDVT,2020-03-31 21:23:42+00:00,2020-04-01 01:24:27+00:00,2020-04-01 00:00:00+00:00,33.688132075940146,-112.0744514465332,304.8,33.68820190429688,-112.0721497827647,472.44
UAL2802,,a31a56,N29977,,KORD,EDDF,2020-03-31 21:23:55+00:00,2020-04-01 05:11:23+00:00,2020-04-01 00:00:00+00:00,41.969076900158896,-87.9014197061228,0.0,50.0472169003244,8.581213048986486,15.24
ATN3211,,aabbd2,N791AX,B762,KABE,0TS2,2020-03-31 21:24:24+00:00,2020-04-01 00:24:42+00:00,2020-04-01 00:00:00+00:00,40.66263489804025,-75.42526245117188,0.0,32.95516709149894,-97.31123320910393,320.04
N94682,,ad26fd,N94682,,KAPA,KGKY,2020-03-31 21:24:25+00:00,2020-04-01 04:25:58+00:00,2020-04-01 00:00:00+00:00,39.57429013009799,-104.85125732421879,1828.8,32.63670323258739,-97.08747085259888,274.32
AAL883,AA883,a08021,N131NN,A321,KPHX,KORD,2020-03-31 21:24:34+00:00,2020-04-01 00:22:18+00:00,2020-04-01 00:00:00+00:00,33.431024066472446,-112.01323840082908,304.8,41.96571350097656,-87.93925198641693,213.36
UAL2195,,ab19fb,N814UA,A319,KBOS,KIAH,2020-03-31 21:24:48+00:00,2020-04-01 01:04:03+00:00,2020-04-01 00:00:00+00:00,42.36039733886719,-70.98709800026631,0.0,30.00701387049788,-95.26849365234376,335.28
SWA955,,a24757,N246LV,B737,KPHX,60CO,2020-03-31 21:25:10+00:00,2020-04-01 01:19:15+00:00,2020-04-01 00:00:00+00:00,33.431076049804695,-112.0070983886719,304.8,39.94258117675781,-104.65924072265621,2125.98
ASA9529,,acda07,N927VA,,9NC9,KSFO,2020-03-31 21:25:41+00:00,2020-04-01 02:57:18+00:00,2020-04-01 00:00:00+00:00,36.18324279785156,-79.94945526123047,1524.0,37.61295124635858,-122.3557513693105,-15.24
UAL1155,,aa64ba,N769UA,B772,KIAD,KSFO,2020-03-31 21:25:52+00:00,2020-04-01 02:43:35+00:00,2020-04-01 00:00:00+00:00,38.93399901309256,-77.45587158203125,0.0,37.61846923828125,-122.3688783036901,-45.72
NKS797,NK797,a6a425,,,KBOS,FL35,2020-03-31 21:26:07+00:00,2020-04-01 00:41:29+00:00,2020-04-01 00:00:00+00:00,42.36080932617188,-70.98541259765625,0.0,28.1832275390625,-82.58649972768927,960.12
DAL1041,,aafd1f,N807NW,A333,KPHX,KATL,2020-03-31 21:26:08+00:00,2020-04-01 00:15:54+00:00,2020-04-01 00:00:00+00:00,33.43107061871027,-112.00847392179529,304.8,33.631942749023445,-84.40381108498087,434.34
DAL1449,DL1449,a9b06f,N723TW,B752,KLAX,KATL,2020-03-31 21:26:26+00:00,2020-04-01 00:55:29+00:00,2020-04-01 00:00:00+00:00,33.947241831634,-118.4296417236328,0.0,33.63171076370498,-84.40876007080078,403.86
RPA3645,YX3645,a8847f,N648RW,E170,KIAH,60CO,2020-03-31 21:26:28+00:00,2020-04-01 01:01:26+00:00,2020-04-01 00:00:00+00:00,29.99286199020127,-95.36303100585934,304.8,39.98413603184586,-104.6572598544034,2156.46
DAL2370,DL2370,ac8217,N905DN,,KSFO,KYIP,2020-03-31 21:26:38+00:00,2020-04-01 01:16:09+00:00,2020-04-01 00:00:00+00:00,37.62533414161811,-122.3682304050611,0.0,42.2178955078125,-83.51544466885656,2179.32
SWA2425,WN2425,a2d76a,N282WN,B737,KBUF,KMCI,2020-03-31 21:26:38+00:00,2020-04-01 04:25:49+00:00,2020-04-01 00:00:00+00:00,42.94482421875,-78.72387553370277,304.8,39.31558227539062,-94.72274780273438,274.32
DAL2960,DL2960,aae9a3,N802DN,B739,,KMSP,2020-03-31 21:26:55+00:00,2020-04-01 00:12:58+00:00,2020-04-01 00:00:00+00:00,33.954391479492195,-116.5107945033482,2133.6,44.89819025589248,-93.25825016673014,358.14
JBU1013,,aa8b40,N779JB,A320,KJFK,KLGB,2020-03-31 21:29:03+00:00,2020-04-01 03:04:46+00:00,2020-04-01 00:00:00+00:00,40.6517882266287,-73.76195734197444,304.8,33.816238403320305,-118.14943897480872,15.24
PLM9431,,344687,EC-MDS,B744,KMIA,LEMD,2020-03-31 21:29:10+00:00,2020-04-01 05:04:29+00:00,2020-04-01 00:00:00+00:00,25.77983093261719,-80.3829447428385,914.4,40.426242634401476,-3.516498912464498,906.78
UPS1333,5X1333,a0cbff,N150UP,A306,,KSDF,2020-03-31 21:29:23+00:00,2020-04-01 02:58:46+00:00,2020-04-01 00:00:00+00:00,18.53579763638771,-66.02203924005681,1828.8,38.154726190082094,-85.72022811226225,220.98
CLX67J,,4d0128,LX-SCV,B744,ELLX,KJFK,2020-03-31 21:29:24+00:00,2020-04-01 04:43:52+00:00,2020-04-01 00:00:00+00:00,49.63474079713983,6.224293064426732,0.0,40.66305386818061,-73.7409834428267,137.16
AZV6687,,42445b,,,UUWW,SBGL,2020-03-31 21:29:28+00:00,2020-04-01 11:31:08+00:00,2020-04-01 00:00:00+00:00,55.57942199707031,37.20678156072443,609.6,-22.81214904785156,-43.26406028053975,0.0
N73VE,,a9ca92,N73VE,,,KGVL,2020-03-31 21:30:49+00:00,2020-04-01 00:04:47+00:00,2020-04-01 00:00:00+00:00,37.08323333222987,-94.33512148649795,2438.4,34.203231811523445,-83.90494210379461,975.36
QFA1365,,7c6ddf,VH-VZL,B738,YMML,YPPH,2020-03-31 21:31:06+00:00,2020-04-01 01:19:55+00:00,2020-04-01 00:00:00+00:00,-37.660400390625,144.8175113759142,0.0,-31.95587675450213,115.9605252012915,0.0
NKS1069,NK1069,a8e0a5,N671NK,A321,KCLE,KLAS,2020-03-31 21:31:25+00:00,2020-04-01 01:49:13+00:00,2020-04-01 00:00:00+00:00,41.41966738943326,-81.83447549509447,609.6,36.07365417480469,-115.1378059387207,640.08
UAL1878,,ac6118,N897UA,,KLGA,KIAH,2020-03-31 21:32:42+00:00,2020-04-01 00:54:58+00:00,2020-04-01 00:00:00+00:00,40.771986104674255,-73.85715137828481,0.0,29.97761535644531,-95.25200338924635,274.32
HRT819,,c0288a,,,CYYZ,KOPF,2020-03-31 21:32:45+00:00,2020-04-01 00:09:37+00:00,2020-04-01 00:00:00+00:00,43.69001770019531,-79.64123393214027,0.0,25.91532897949219,-80.23413892062206,198.12
AFL1478,SU1478,424377,VP-BLO,A320,UUEE,,2020-03-31 21:32:51+00:00,2020-04-01 01:17:27+00:00,2020-04-01 00:00:00+00:00,55.96485900878906,37.37032803622159,609.6,54.35128784179688,89.39300537109375,6492.240000000002
SOO7680,,aa8499,N777SA,B77L,VHHH,PANC,2020-03-31 21:33:05+00:00,2020-04-01 06:12:48+00:00,2020-04-01 00:00:00+00:00,22.30010469081038,113.910166422526,0.0,61.16782495530985,-150.0212605794271,-121.92
SWA690,,abbd73,N8558Z,,KHOU,KBWI,2020-03-31 21:33:09+00:00,2020-04-01 01:26:28+00:00,2020-04-01 00:00:00+00:00,29.62435913085938,-95.31315730168268,304.8,39.175942631091104,-76.710693359375,175.26
SWA4544,,a2bec7,N276WN,B737,,02XS,2020-03-31 21:34:09+00:00,2020-04-01 00:03:54+00:00,2020-04-01 00:00:00+00:00,28.345797263969807,-81.45279828239894,3048.0,30.15504998675847,-97.65675659179685,243.84
KLM678,,485345,PH-BHM,B789,CYYC,EHAM,2020-03-31 21:34:16+00:00,2020-04-01 05:37:09+00:00,2020-04-01 00:00:00+00:00,51.14978337692002,-113.9902496337891,1219.2,52.29529429290254,4.753313337053573,-106.68
EIN1AW,,4ca9ba,,,KBOS,EIDW,2020-03-31 21:34:19+00:00,2020-04-01 03:18:47+00:00,2020-04-01 00:00:00+00:00,42.36067199707031,-70.9852877530185,0.0,53.41909790039062,-6.229012625558027,30.48
SWA358,,abf008,N8688J,B738,KDEN,KORL,2020-03-31 21:34:52+00:00,2020-04-01 00:27:24+00:00,2020-04-01 00:00:00+00:00,39.87650725801112,-104.58660888671879,2133.6,28.54806518554688,-81.42416733961834,1630.68
N892SB,,ac4e54,N892SB,C56X,KBLM,90KS,2020-03-31 21:34:52+00:00,2020-04-01 00:20:05+00:00,2020-04-01 00:00:00+00:00,40.18711853027344,-74.125,0.0,39.001325187036535,-95.54425048828124,868.6800000000002
ACA872,AC872,c02ee9,C-FRTW,B789,CYYZ,EDDF,2020-03-31 21:34:56+00:00,2020-04-01 04:44:22+00:00,2020-04-01 00:00:00+00:00,43.679825087725106,-79.59620884486607,0.0,50.04761259434586,8.574699195655617,
SAS904,,478854,LN-RKS,A333,KEWR,ESSA,2020-03-31 21:35:03+00:00,2020-04-01 04:31:56+00:00,2020-04-01 00:00:00+00:00,40.70150756835938,-74.1629638671875,0.0,59.67054748535156,18.03167724609375,274.32
SWA6,,abe450,N8654B,B738,KMDW,KLAX,2020-03-31 21:35:11+00:00,2020-04-01 01:40:59+00:00,2020-04-01 00:00:00+00:00,41.789012844279654,-87.74703624636624,0.0,33.953340174788124,-118.3902740478516,106.68
UAL326,UA326,a5ee13,N481UA,A320,KIAD,KSEA,2020-03-31 21:35:23+00:00,2020-04-01 02:49:56+00:00,2020-04-01 00:00:00+00:00,38.94667285983845,-77.45965576171875,0.0,47.4580078125,-122.31793212890621,83.82000000000002
CPA3298,CX3298,780a28,B-LJF,B748,PANC,KJFK,2020-03-31 21:35:27+00:00,2020-04-01 04:10:23+00:00,2020-04-01 00:00:00+00:00,61.18495617882679,-150.00630696614581,-304.8,40.675809181342686,-73.73112071644175,228.6
AAL473,,a0de99,N155UW,A321,KTPA,CO12,2020-03-31 21:35:38+00:00,2020-04-01 03:35:39+00:00,2020-04-01 00:00:00+00:00,27.913330078125,-82.55147682045987,609.6,39.96144104003906,-104.685791015625,2057.4
AAL756,AA756,a8a319,N656AW,A320,7PS7,KPHX,2020-03-31 21:35:42+00:00,2020-04-01 01:50:42+00:00,2020-04-01 00:00:00+00:00,40.53620910644531,-80.131591796875,1828.8,33.440800036414196,-112.0049986547353,365.76
UAL2749,,aac954,N79402,B739,KIAH,KSFO,2020-03-31 21:35:55+00:00,2020-04-01 01:31:53+00:00,2020-04-01 00:00:00+00:00,29.99151197530455,-95.37604980468753,304.8,37.612299515029136,-122.3543183699898,-22.86
SWA1151,,abc107,N8567Z,B738,KDAL,KSAN,2020-03-31 21:36:03+00:00,2020-04-01 00:39:50+00:00,2020-04-01 00:00:00+00:00,32.85195922851562,-96.86442260742187,304.8,32.72883011122881,-117.1705907704879,76.2
UAL521,,aa7e51,N77520,B738,KPHX,KEWR,2020-03-31 21:36:06+00:00,2020-04-01 01:33:22+00:00,2020-04-01 00:00:00+00:00,33.431076049804695,-112.01396484375,304.8,40.66500906216896,-74.1823092373935,106.68
DAL1500,,a43f51,N373DX,,KBOS,KATL,2020-03-31 21:36:13+00:00,2020-04-01 00:05:53+00:00,2020-04-01 00:00:00+00:00,42.36080932617188,-70.98522533069956,0.0,33.649540270789196,-84.40252304077148,388.62
UAL1191,,a39fb1,N33203,B738,KLAS,KEWR,2020-03-31 21:36:17+00:00,2020-04-01 01:45:12+00:00,2020-04-01 00:00:00+00:00,36.07644808494438,-115.14361442403592,609.6,40.67706609176377,-74.17837663130327,15.24
RAM3846,,02013e,,,GMMN,,2020-03-31 21:36:55+00:00,2020-04-01 05:38:29+00:00,2020-04-01 00:00:00+00:00,33.445907592773445,-7.57238159179684,914.4,54.621826171875,89.23491534064796,12496.8
ASH6296,YV6296,ac2bd6,N88332,E75L,KIAD,KDFW,2020-03-31 21:37:09+00:00,2020-04-01 00:23:27+00:00,2020-04-01 00:00:00+00:00,38.95152282714844,-77.45964382005775,0.0,32.84791073556674,-97.01006208147322,320.04
QXE2805,QX2805,a871d4,N643QX,,KPHX,KPAE,2020-03-31 21:37:26+00:00,2020-04-01 00:28:05+00:00,2020-04-01 00:00:00+00:00,33.4310302734375,-112.00374755859372,304.8,47.938610012248404,-122.28614220252399,259.08
DAL72,,ab40f8,,,KATL,EHAM,2020-03-31 21:37:45+00:00,2020-04-01 05:40:48+00:00,2020-04-01 00:00:00+00:00,33.646865844726555,-84.4419829699458,304.8,52.305652165817,4.774795532226562,
SWA1323,,abb9df,N8549Z,B738,KRSW,KMDW,2020-03-31 21:38:13+00:00,2020-04-01 00:11:11+00:00,2020-04-01 00:00:00+00:00,26.52583752648305,-81.7715043288011,304.8,41.77830582958157,-87.76038591251812,175.26
N7742Q,,aa7a90,N7742Q,,KTAD,KBNG,2020-03-31 21:38:19+00:00,2020-04-01 02:29:55+00:00,2020-04-01 00:00:00+00:00,37.25239562988281,-104.4362104699967,2743.2,33.955295368776476,-116.8416595458984,1249.68
UAL1053,UA1053,a494e9,N39461,B739,KIAH,KEWR,2020-03-31 21:38:20+00:00,2020-04-01 03:43:53+00:00,2020-04-01 00:00:00+00:00,29.9892774678893,-95.37203979492188,304.8,40.66781616210938,-74.1805419921875,91.44
TAM8221,,e4953e,,,,SBGR,2020-03-31 21:38:26+00:00,2020-04-01 00:06:47+00:00,2020-04-01 00:00:00+00:00,-32.69174194335938,-66.61192016601565,12496.8,-23.44207763671875,-46.49908447265625,784.86
ROU1806,RV1806,c02202,C-FMWV,B763,CYYZ,MROC,2020-03-31 21:38:28+00:00,2020-04-01 02:30:53+00:00,2020-04-01 00:00:00+00:00,43.67660522460938,-79.60086556368094,304.8,9.989273071289062,-84.22123795848782,883.9200000000002
UAL2303,UA2303,a51ed1,N429UA,A320,KIAD,KSAN,2020-03-31 21:38:37+00:00,2020-04-01 02:53:56+00:00,2020-04-01 00:00:00+00:00,38.946533203125,-77.45965576171875,0.0,32.729690551757805,-117.17369384765621,30.48
DAL2854,DL2854,a388a9,N327DN,A321,KPHX,KMSP,2020-03-31 21:38:56+00:00,2020-04-01 00:06:20+00:00,2020-04-01 00:00:00+00:00,33.4310302734375,-112.0128662109375,304.8,44.8978271484375,-93.25731549944194,358.14
DAL2850,DL2850,a07b8f,N130DU,,KLGA,KDFW,2020-03-31 21:39:40+00:00,2020-04-01 00:56:59+00:00,2020-04-01 00:00:00+00:00,40.771986104674255,-73.85677684437144,0.0,32.852920532226555,-97.02636108398434,289.56
JBU1801,,a86605,N640JB,A320,KJFK,KFLL,2020-03-31 21:39:47+00:00,2020-04-01 00:11:38+00:00,2020-04-01 00:00:00+00:00,40.64817810058594,-73.76556396484375,0.0,26.06487726761123,-79.99779334435095,746.76
GJE1209,,a0765e,N129NS,GLF4,KABE,KOPF,2020-03-31 21:40:20+00:00,2020-04-01 00:14:59+00:00,2020-04-01 00:00:00+00:00,40.66189006223517,-75.42669816450638,0.0,25.915258375264827,-80.2341578556941,213.36
N55TV,,a6fecf,N55TV,AS50,KLSN,KMOD,2020-03-31 21:40:27+00:00,2020-04-01 00:41:18+00:00,2020-04-01 00:00:00+00:00,37.059814453125,-120.867082311752,0.0,37.62049270888507,-120.9415004564368,45.72
SKW5350,,a04424,N116SY,E75L,KIAH,KBOI,2020-03-31 21:40:29+00:00,2020-04-01 01:17:29+00:00,2020-04-01 00:00:00+00:00,29.99705169160487,-95.36517333984376,304.8,43.5567626953125,-116.197474280069,914.4
UAL1470,,a923cf,N68836,B739,KIAD,KPHX,2020-03-31 21:41:14+00:00,2020-04-01 02:17:59+00:00,2020-04-01 00:00:00+00:00,38.941429138183594,-77.45730026908541,0.0,33.44084658865201,-112.0004583864796,350.52
KAL251,,71c075,HL8075,B77L,PANC,KMIA,2020-03-31 21:41:14+00:00,2020-04-01 04:54:13+00:00,2020-04-01 00:00:00+00:00,61.18693542480469,-150.0074223109654,-304.8,25.79200744628906,-80.1705423990885,579.12
CSN451,CZ451,7805a9,B-2073,B77L,,EHAM,2020-03-31 21:41:16+00:00,2020-04-01 04:34:54+00:00,2020-04-01 00:00:00+00:00,54.2737644001589,90.11059031767005,9753.6,52.2993676137116,4.763868059430804,
AAL163,AA163,a4e6c0,N415AN,,KDCA,KLAX,2020-03-31 21:41:33+00:00,2020-04-01 03:06:48+00:00,2020-04-01 00:00:00+00:00,38.86775207519531,-77.04102889351225,304.8,33.93774517511918,-118.37905883789058,76.2
ASA793,AS793,a8522b,N635VA,A320,KYIP,KSEA,2020-03-31 21:42:18+00:00,2020-04-01 02:05:41+00:00,2020-04-01 00:00:00+00:00,42.3079833984375,-83.456767689098,2133.6,47.45608520507812,-122.31793212890621,83.82000000000002
JBU2800,B62800,adafb5,N981JT,A321,KLAX,KFLL,2020-03-31 21:42:33+00:00,2020-04-01 01:48:23+00:00,2020-04-01 00:00:00+00:00,33.93779172735699,-118.40057373046879,0.0,26.06538391113281,-80.06830755269749,381.0
CXA811,MF811,7812be,,,,EHAM,2020-03-31 21:43:07+00:00,2020-04-01 04:40:58+00:00,2020-04-01 00:00:00+00:00,54.60721807964777,89.27223899147727,11277.6,52.31238555908203,4.776420593261719,
HKC9493,,780a27,B-LNX,A332,VHHH,UAAA,2020-03-31 21:43:22+00:00,2020-04-01 04:18:29+00:00,2020-04-01 00:00:00+00:00,22.30384826660156,113.92178067294029,0.0,43.367785437632406,77.07105364118303,746.76
UAL817,,ab9b9d,N847UA,A319,KIAD,KRSW,2020-03-31 21:43:59+00:00,2020-04-01 00:06:17+00:00,2020-04-01 00:00:00+00:00,38.940167184603425,-77.45730590820312,0.0,26.57010870464778,-81.70278695913458,289.56
JBU529,B6529,a6587b,N508JL,A320,KFLL,KSAN,2020-03-31 21:44:03+00:00,2020-04-01 03:07:59+00:00,2020-04-01 00:00:00+00:00,26.07756042480469,-80.1827830188679,304.8,32.72836303710938,-117.16798095703122,83.82000000000002
RPA4666,,a4da13,N411YX,E75S,KMCI,KMIA,2020-03-31 21:44:14+00:00,2020-04-01 00:06:12+00:00,2020-04-01 00:00:00+00:00,39.28799386751854,-94.70709228515624,304.8,25.68516540527344,-80.26336669921875,1257.3
CLX8592,,4d0116,LX-VCL,B748,,ELLX,2020-03-31 21:44:16+00:00,2020-04-01 06:54:25+00:00,2020-04-01 00:00:00+00:00,25.92411804199219,-95.19528946786556,10058.4,49.637429188873796,6.227948987806165,
UAL1827,,aa7abd,N77430,B739,KIAH,KHHR,2020-03-31 21:45:04+00:00,2020-04-01 01:04:09+00:00,2020-04-01 00:00:00+00:00,29.99203491210938,-95.37150663488052,304.8,33.938815876588976,-118.3680152893066,114.3
DAL818,,ab7376,N837MH,B764,KATL,KSEA,2020-03-31 21:45:05+00:00,2020-04-01 02:47:56+00:00,2020-04-01 00:00:00+00:00,33.64670058428231,-84.43862915039062,609.6,47.45777194782839,-122.31790395883421,91.44
TPA4132,QT4132,0d0a56,XA-GGL,A306,SKBO,KMIA,2020-03-31 21:45:07+00:00,2020-04-01 00:44:18+00:00,2020-04-01 00:00:00+00:00,4.683425903320312,-74.11288503873145,2743.2,25.79168701171875,-80.17094930013019,556.26
LOT8569,,48ae02,SP-LRC,B788,EPWA,RKSI,2020-03-31 21:45:33+00:00,2020-04-01 06:32:20+00:00,2020-04-01 00:00:00+00:00,52.14610290527344,20.98442077636719,0.0,37.308825476694906,126.59563810929008,891.5400000000002
NKS656,NK656,a69192,N522NK,A319,KLAX,80PN,2020-03-31 21:45:42+00:00,2020-04-01 01:40:32+00:00,2020-04-01 00:00:00+00:00,33.93774517511918,-118.4007453918457,0.0,40.50970458984375,-80.59185791015625,1577.34
NKS267,NK267,a6bcc8,N533NK,A319,KPHL,KLAX,2020-03-31 21:45:51+00:00,2020-04-01 03:23:21+00:00,2020-04-01 00:00:00+00:00,39.87368774414062,-75.23061337678331,0.0,33.93890898106461,-118.3675003051758,114.3
NDL191,,c08199,C-GXCA,B190,CYYZ,CYHU,2020-03-31 21:45:53+00:00,2020-04-01 00:09:30+00:00,2020-04-01 00:00:00+00:00,43.67015075683594,-79.61031891578847,0.0,45.50890906382415,-73.4319472894436,22.86
KAL072,,71ba06,,,CYVR,RKSI,2020-03-31 21:45:59+00:00,2020-04-01 09:02:58+00:00,2020-04-01 00:00:00+00:00,49.196079060182726,-123.2568439684416,304.8,37.31892731230138,126.586622155231,1021.08
N889CM,,ac3f82,N889CM,EA50,KABQ,KHWD,2020-03-31 21:46:12+00:00,2020-04-01 00:43:14+00:00,2020-04-01 00:00:00+00:00,35.03302622649629,-106.6176223754883,1524.0,37.654289633540785,-122.11291769276491,-38.1
ENY3738,,a20c44,N231AN,E75L,KBOI,KDFW,2020-03-31 21:46:17+00:00,2020-04-01 00:11:45+00:00,2020-04-01 00:00:00+00:00,43.56706237792969,-116.2278144304142,914.4,32.84958661612818,-97.02631736288264,327.66
SWA904,,a5d965,N476WN,B737,KMCI,KPHX,2020-03-31 21:46:19+00:00,2020-04-01 00:26:40+00:00,2020-04-01 00:00:00+00:00,39.30926513671875,-94.7245390518852,304.8,33.4310302734375,-111.997705078125,342.9
UPS71,,a77b6f,N581UP,B744,ZGSZ,PANC,2020-03-31 21:46:21+00:00,2020-04-01 06:43:38+00:00,2020-04-01 00:00:00+00:00,22.683508921477753,113.78468831380209,304.8,61.16787150754767,-150.01953125,-83.82000000000002
AAL1011,AA1011,ab44a7,N825NN,B738,KDFW,KLGA,2020-03-31 21:46:36+00:00,2020-04-01 00:39:59+00:00,2020-04-01 00:00:00+00:00,32.91378215207892,-97.03040920958229,304.8,40.79150390625,-73.86572265625,45.72
AAL1409,,ace6e2,N930NN,B738,KATL,KLAX,2020-03-31 21:47:22+00:00,2020-04-01 02:08:59+00:00,2020-04-01 00:00:00+00:00,33.64684024099576,-84.43754196166992,304.8,33.938552856445305,-118.3714636977838,99.06
SWA2721,WN2721,a2597f,N250WN,B737,KDEN,FA40,2020-03-31 21:47:53+00:00,2020-04-01 00:33:46+00:00,2020-04-01 00:00:00+00:00,39.8726806640625,-104.57760354746941,2133.6,28.142922611559854,-82.68396714154414,1272.54
SKW5998,OO5998,a0f355,N160SY,E75L,CYVR,KLAX,2020-03-31 21:48:10+00:00,2020-04-01 00:06:57+00:00,2020-04-01 00:00:00+00:00,49.1905517578125,-123.2558265099159,609.6,33.938003540039055,-118.3764523875957,60.96
SWA1058,,abe3e6,N8651A,B738,,KRSW,2020-03-31 21:48:50+00:00,2020-04-01 00:11:38+00:00,2020-04-01 00:00:00+00:00,40.33383644233315,-80.12428977272725,2133.6,26.576905331369172,-81.6924344576322,381.0
SKW5211,,aab38f,N789SK,CRJ7,KDEN,KSJC,2020-03-31 21:49:18+00:00,2020-04-01 00:07:23+00:00,2020-04-01 00:00:00+00:00,39.8058409610037,-104.64898681640621,1828.8,37.35415649414062,-121.9205426155252,7.62
UAL1202,UA1202,aa7e2e,N77510,B738,KIAD,KSAT,2020-03-31 21:49:40+00:00,2020-04-01 01:03:02+00:00,2020-04-01 00:00:00+00:00,38.939166311490325,-77.45802307128906,0.0,29.47510800119174,-98.51715087890624,609.6
