callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
KAL036,,71c210,HL8210,B77W,KATL,RKSI,2020-03-31 16:55:43+00:00,2020-04-01 06:55:49+00:00,2020-04-01 00:00:00+00:00,33.634736659163124,-84.40790176391602,304.8,37.31822902873411,126.5868609884511,1028.7
CFG705,,3c4aba,D-ABUZ,B763,VCBI,EDDF,2020-03-31 16:55:47+00:00,2020-04-01 04:06:33+00:00,2020-04-01 00:00:00+00:00,7.179332668498411,79.77329122609106,609.6,50.035743713378906,8.568342108475534,
KAL8542,KE8542,71c252,HL8252,B77L,ENGM,RKSI,2020-03-31 16:57:28+00:00,2020-04-01 01:39:10+00:00,2020-04-01 00:00:00+00:00,60.15623474121094,11.02089717470366,914.4,37.322465282375525,126.5832784901495,975.36
B3226,,780f4d,B-3226,G550,EGGW,VHHH,2020-03-31 17:05:05+00:00,2020-04-01 04:40:27+00:00,2020-04-01 00:00:00+00:00,51.873996540651476,-0.372161865234375,0.0,22.300244347523826,113.91047159830731,-15.24
N197PA,,a18372,N197PA,GLF3,KVPC,EINN,2020-03-31 17:08:23+00:00,2020-04-01 01:31:14+00:00,2020-04-01 00:00:00+00:00,34.199203491210945,-84.7221903898278,1524.0,52.69171142578125,-8.946609497070312,-99.06
UPS104,,a3ea54,N351UP,B763,PANC,RJBB,2020-03-31 17:09:36+00:00,2020-04-01 01:15:53+00:00,2020-04-01 00:00:00+00:00,61.179881984904654,-150.00345865885419,-304.8,34.42291259765625,135.2375221252441,60.96
GEC8385,,3c70c1,D-ALFA,B77L,RKSI,EDDF,2020-03-31 17:09:38+00:00,2020-04-01 04:11:58+00:00,2020-04-01 00:00:00+00:00,37.500155174126064,126.4249320652174,304.8,50.04407501220703,8.568468595805921,22.86
AEA761,,3450d8,EC-MIG,B788,LEMD,ZGSZ,2020-03-31 17:10:03+00:00,2020-04-01 05:30:08+00:00,2020-04-01 00:00:00+00:00,40.44835494736493,-3.535225608132123,914.4,22.57186889648438,113.8475230823864,335.28
SDM6574,,4248e4,VQ-BAV,A319,ULLI,,2020-03-31 17:10:37+00:00,2020-04-01 04:23:57+00:00,2020-04-01 00:00:00+00:00,59.8108737751589,30.14373779296875,609.6,59.81236267089844,30.89401245117188,1463.04
QTR912,,06a1bf,A7-BEI,B77W,,YBBN,2020-03-31 17:12:10+00:00,2020-04-01 06:47:20+00:00,2020-04-01 00:00:00+00:00,25.52774047851562,52.01004028320312,3352.8,-27.38520812988281,153.1282705630896,-22.86
CPA101,,780a64,B-KQP,B77W,VHHH,YSSY,2020-03-31 17:12:56+00:00,2020-04-01 01:36:56+00:00,2020-04-01 00:00:00+00:00,22.300570213188557,113.9115397135417,0.0,-33.990921020507805,151.1876258071588,121.92
DAL275,DL275,a6657e,N511DN,,,RJTT,2020-03-31 17:15:12+00:00,2020-04-01 05:39:15+00:00,2020-04-01 00:00:00+00:00,42.359510518736755,-83.37045359057049,1219.2,35.48118461996822,139.824984936004,472.44
FDX12,,ac297b,N883FD,B77L,RJBB,05IN,2020-03-31 17:16:18+00:00,2020-04-01 05:14:18+00:00,2020-04-01 00:00:00+00:00,34.46475219726562,135.2566652881856,304.8,39.632387322894594,-86.504150390625,1478.28
JAL5,JL5,868012,JA736J,B77W,KJFK,RJTT,2020-03-31 17:17:40+00:00,2020-04-01 07:07:39+00:00,2020-04-01 00:00:00+00:00,40.65723483845339,-73.75802473588425,304.8,35.477367336467154,139.82761464220408,525.78
IBE6620,IB6620,3444c4,EC-LZJ,A333,LEMD,LEMD,2020-03-31 17:18:27+00:00,2020-04-01 13:32:41+00:00,2020-04-01 00:00:00+00:00,40.44342041015625,-3.533935546875,914.4,40.42666625976562,-3.51702880859375,883.9200000000002
SBI5701,S75701,424461,,,UNNT,VTBS,2020-03-31 17:19:13+00:00,2020-04-01 00:00:44+00:00,2020-04-01 00:00:00+00:00,54.970372086864394,82.57532293146306,1219.2,13.7574462890625,100.7573200094289,350.52
FDX60,,abb2fe,N853FD,B77L,RJBB,,2020-03-31 17:19:45+00:00,2020-04-01 04:58:51+00:00,2020-04-01 00:00:00+00:00,34.46246337890625,135.2529097576531,304.8,35.69164728714248,-91.39310146899929,7025.64
FRH522,,448465,,,KJFK,EBLG,2020-03-31 17:22:09+00:00,2020-04-01 00:02:37+00:00,2020-04-01 00:00:00+00:00,40.66202971894862,-73.75290610573506,0.0,50.63542770127118,5.44105323585304,83.82000000000002
ABW220,,4240e7,VP-BIM,B744,OMDB,UUEE,2020-03-31 17:25:08+00:00,2020-04-01 14:48:11+00:00,2020-04-01 00:00:00+00:00,25.25569152832031,55.37309010823569,0.0,55.98390740863347,37.49865531921387,502.92
CSN441,CZ441,7804c7,B-2072,B77L,,KLAX,2020-03-31 17:26:14+00:00,2020-04-01 03:45:24+00:00,2020-04-01 00:00:00+00:00,33.566116333007805,129.30084228515622,8839.2,33.937637329101555,-118.3802079181282,53.34
SIA346,SQ346,76ceef,9V-SWO,B77W,WSSS,LSZH,2020-03-31 17:27:50+00:00,2020-04-01 06:10:24+00:00,2020-04-01 00:00:00+00:00,1.3963623046875,104.0126425532971,304.8,47.45753860473633,8.551242828369142,
AHO643C,,3c5aae,D-AFUN,E35L,EGLF,OMAD,2020-03-31 17:28:11+00:00,2020-04-01 00:14:10+00:00,2020-04-01 00:00:00+00:00,51.28266906738281,-0.7557554502744779,0.0,24.49411010742188,54.36614990234375,617.22
UPS80,,a7f7fc,N612UP,B748,PANC,,2020-03-31 17:28:17+00:00,2020-04-01 01:41:05+00:00,2020-04-01 00:00:00+00:00,61.18067337294756,-150.00386555989581,-304.8,33.00046241889566,129.3348102180325,12192.0
HFM411P,,4d218b,,,LPPT,,2020-03-31 17:31:15+00:00,2020-04-01 01:41:17+00:00,2020-04-01 00:00:00+00:00,38.809436862751596,-9.12091064453125,304.8,54.27099609375,90.11661202566964,10668.0
CKS918,,a983b7,N712CK,,KJFK,PANC,2020-03-31 17:31:36+00:00,2020-04-01 00:19:37+00:00,2020-04-01 00:00:00+00:00,40.65467834472656,-73.759765625,0.0,61.1678466796875,-150.0174277169364,-68.58
JAL9,,8682fc,JA741J,B77W,KORD,RJTT,2020-03-31 17:31:42+00:00,2020-04-01 06:23:39+00:00,2020-04-01 00:00:00+00:00,41.96903034792108,-87.90633800417874,0.0,35.476808709613344,139.828023707613,518.1600000000002
N851SH,,abaca7,N851SH,TBM8,KDTS,KU42,2020-03-31 17:34:40+00:00,2020-04-01 02:21:08+00:00,2020-04-01 00:00:00+00:00,30.361974683858577,-86.44367065429684,304.8,40.59878540039062,-111.94281005859379,2407.92
QTR961,QR961,06a2b7,,,,OTHH,2020-03-31 17:38:29+00:00,2020-04-01 01:59:26+00:00,2020-04-01 00:00:00+00:00,-5.8484344482421875,108.04183184090309,10363.2,25.25326538085938,51.627756754557296,15.24
AFR4081,,3965ad,F-GZNN,B77W,SAEZ,LFPG,2020-03-31 17:40:44+00:00,2020-04-01 06:08:22+00:00,2020-04-01 00:00:00+00:00,-34.82493772345077,-58.52062225341797,0.0,49.02095031738281,2.5193903996394234,22.86
UPS64,,a806d8,N616UP,B748,PANC,RKSI,2020-03-31 17:42:34+00:00,2020-04-01 02:13:44+00:00,2020-04-01 00:00:00+00:00,61.18222045898438,-150.0047738211495,-304.8,37.32252502441406,126.5835376496011,975.36
CAO106A,,780c5c,B-2092,B77L,KLAX,,2020-03-31 17:42:58+00:00,2020-04-01 06:21:57+00:00,2020-04-01 00:00:00+00:00,33.933517456054695,-118.41978112045601,0.0,36.25469660354873,123.2671859416556,10698.48
CMB165,,a98edc,N715CK,,EGUN,DE09,2020-03-31 17:43:59+00:00,2020-04-01 00:49:10+00:00,2020-04-01 00:00:00+00:00,52.35907085871292,0.5057634626116072,-304.8,39.08674621582031,-75.46675972316575,205.74
QTR815,QR815,06a1bb,A7-BEE,B77W,VHHH,OTHH,2020-03-31 17:44:39+00:00,2020-04-01 02:42:53+00:00,2020-04-01 00:00:00+00:00,22.30046081542969,113.91119384765621,0.0,25.26362015029131,51.62320119030071,-15.24
SWA63,,a2ded8,N284WN,B737,KDCA,KDAL,2020-03-31 17:45:10+00:00,2020-04-01 02:00:56+00:00,2020-04-01 00:00:00+00:00,38.86995477191472,-77.04071044921875,0.0,32.82302856445312,-96.83063964843753,213.36
QTR03L,,06a145,A7-APD,A388,,YSSY,2020-03-31 17:45:27+00:00,2020-04-01 07:35:57+00:00,2020-04-01 00:00:00+00:00,25.53872680664062,52.04447428385417,3352.8,-33.991104125976555,151.1876258071588,144.78
QTR891,QR891,06a13d,A7-BEA,B77W,,OTHH,2020-03-31 17:46:54+00:00,2020-04-01 02:06:52+00:00,2020-04-01 00:00:00+00:00,28.090551344014827,108.1428976619945,9144.0,25.25404357910156,51.62740071614584,-15.24
CAO1045,,78007e,B-2475,B744,,PANC,2020-03-31 17:48:22+00:00,2020-04-01 06:15:29+00:00,2020-04-01 00:00:00+00:00,30.55046469478284,106.6840576171875,9144.0,61.1678466796875,-150.01664297921317,-83.82000000000002
UAE9823,,8963a3,A6-EFS,B77L,VHHH,OMDB,2020-03-31 17:48:58+00:00,2020-04-01 01:56:27+00:00,2020-04-01 00:00:00+00:00,22.300896078853285,113.912607828776,0.0,25.26514473607984,55.343887041199885,
FDX3,,abd6c6,N862FD,B77L,EDDF,,2020-03-31 17:49:29+00:00,2020-04-01 03:29:16+00:00,2020-04-01 00:00:00+00:00,50.03760386321504,8.53221996410473,-304.8,36.22288513183594,-88.78458023071289,8961.12
KAL541,,71c045,HL8045,B77L,RKSI,LOWW,2020-03-31 17:49:50+00:00,2020-04-01 04:10:44+00:00,2020-04-01 00:00:00+00:00,37.501598293498404,126.42314081606659,609.6,48.11905288696289,16.54647445678711,
SBI3046,,424583,VQ-BRP,B738,UUDD,UUDD,2020-03-31 17:52:51+00:00,2020-04-01 07:26:25+00:00,2020-04-01 00:00:00+00:00,55.420166015625,37.873750574448536,304.8,55.38194274902344,37.91923074161304,312.42
ACA7151,,c02ed9,C-FRTG,B789,EDDF,CYYZ,2020-03-31 17:52:58+00:00,2020-04-01 01:31:00+00:00,2020-04-01 00:00:00+00:00,50.03862762451172,8.547905369808799,-304.8,43.65728759765625,-79.62890625,182.88
DAL8959,,a65bb7,N509DN,,EHAM,KMSP,2020-03-31 17:53:25+00:00,2020-04-01 02:30:46+00:00,2020-04-01 00:00:00+00:00,52.31406648280257,4.764025006975448,-304.8,44.89837646484375,-93.2587860851753,358.14
CLX7302,,4d0104,LX-VCD,B748,ELLX,WSSS,2020-03-31 17:54:23+00:00,2020-04-01 05:36:49+00:00,2020-04-01 00:00:00+00:00,49.636661076949814,6.227262342298353,0.0,1.40679931640625,104.0017493296478,243.84
CPA2090,,780232,B-LJB,B748,VHHH,PANC,2020-03-31 17:54:52+00:00,2020-04-01 02:50:25+00:00,2020-04-01 00:00:00+00:00,22.29981994628906,113.90929620916191,0.0,61.16782495530985,-150.0137329101562,-76.2
QTR4EH,,06a11e,A7-ANB,A35K,,YMML,2020-03-31 17:59:39+00:00,2020-04-01 07:17:29+00:00,2020-04-01 00:00:00+00:00,25.58615112304688,52.02504475911459,3657.6,-37.642372260659435,144.8328830884851,198.12
QTR990,,06a2c6,,,,YPPH,2020-03-31 17:59:42+00:00,2020-04-01 04:41:16+00:00,2020-04-01 00:00:00+00:00,25.48631286621094,51.83308919270834,2743.2,-31.927479889433304,115.96882100007971,45.72
GEC8188,LH8188,3c7064,D-ALCD,MD11,EDDF,KORD,2020-03-31 18:00:50+00:00,2020-04-01 02:27:52+00:00,2020-04-01 00:00:00+00:00,50.03881072998047,8.54121961091694,-304.8,41.96566772460938,-87.93731689453125,205.74
KAL038,,71c208,HL8208,B77W,KORD,RKSI,2020-03-31 18:03:45+00:00,2020-04-01 07:14:47+00:00,2020-04-01 00:00:00+00:00,41.96896362304688,-87.88488214666194,304.8,37.31776350635593,126.58727894658631,822.96
CKS248,,a9f2c6,N740CK,B744,EDDP,KCVG,2020-03-31 18:04:07+00:00,2020-04-01 02:36:10+00:00,2020-04-01 00:00:00+00:00,51.414665610103285,12.26783752441406,0.0,39.04638775324417,-84.744384765625,533.4
SIA322,SQ322,76cef9,9V-SWY,B77W,WSSS,EGLL,2020-03-31 18:04:16+00:00,2020-04-01 07:10:51+00:00,2020-04-01 00:00:00+00:00,1.3857421875,104.0082200907044,304.8,51.47767639160156,-0.4320299303209367,-60.96
AZA675,AZ675,300177,I-DISU,B772,SBGR,LIRF,2020-03-31 18:04:56+00:00,2020-04-01 04:26:16+00:00,2020-04-01 00:00:00+00:00,-23.42033386230469,-46.43236749822444,914.4,41.76731872558594,12.24657232111151,106.68
ANA212,NH212,86951c,,,EGLL,RJTT,2020-03-31 18:06:39+00:00,2020-04-01 04:59:50+00:00,2020-04-01 00:00:00+00:00,51.464942026946495,-0.4448699951171875,-304.8,35.48388464976165,139.84467851354722,487.68
PAC947,PO947,abaf6e,N852GT,B748,PANC,VHHH,2020-03-31 18:07:15+00:00,2020-04-01 04:29:46+00:00,2020-04-01 00:00:00+00:00,61.18099923861229,-150.00406901041669,-304.8,22.30126849675582,113.91357421875,-22.86
JTN157,,a5dd0c,N477VX,,,KRIR,2020-03-31 18:07:23+00:00,2020-04-01 18:36:39+00:00,2020-04-01 00:00:00+00:00,-6.06829833984375,107.00962907176908,5486.4000000000015,33.98904418945312,-117.45539451132021,1219.2
KAL082,,71c209,HL8209,B77W,KJFK,RKSI,2020-03-31 18:07:53+00:00,2020-04-01 08:03:43+00:00,2020-04-01 00:00:00+00:00,40.65583827131886,-73.75908591530538,0.0,37.31380656614142,126.59074202827792,1066.8
AIC120,,800738,VT-ANR,B788,EDDF,VIDP,2020-03-31 18:07:58+00:00,2020-04-01 01:05:14+00:00,2020-04-01 00:00:00+00:00,50.04681015014648,8.574268943385071,-304.8,28.55835478184587,77.1233771829044,266.7
AAR221,OZ221,71c359,,,KJFK,RKSI,2020-03-31 18:09:43+00:00,2020-04-01 09:16:18+00:00,2020-04-01 00:00:00+00:00,40.65378997285487,-73.75821200284093,304.8,37.30398404396186,126.5820246157439,967.74
UPS62,,a7f445,N611UP,B748,PANC,VHHH,2020-03-31 18:10:48+00:00,2020-04-01 05:12:27+00:00,2020-04-01 00:00:00+00:00,61.17983543266685,-150.00345865885419,-304.8,22.301221944518012,113.91342163085942,-7.62
N9459C,,ad2351,N9459C,,,KDAB,2020-03-31 18:12:47+00:00,2020-04-01 00:00:59+00:00,2020-04-01 00:00:00+00:00,29.36943054199219,-81.13350501427283,2438.4,29.20808436506885,-80.97823199103863,487.68
AFL1549,SU1549,42426a,VP-BMR,CRJ2,UUEE,UUEE,2020-03-31 18:12:59+00:00,2020-04-01 02:49:59+00:00,2020-04-01 00:00:00+00:00,55.965087890625,37.37207586115056,609.6,55.98101806640625,37.47935901988636,365.76
FDX7,,abe5a2,N866FD,B77L,LIMC,,2020-03-31 18:14:28+00:00,2020-04-01 03:07:39+00:00,2020-04-01 00:00:00+00:00,45.60914611816406,8.721838230040015,0.0,36.25080871582031,-88.76821517944336,8945.880000000001
CMB118,,a5e9af,N480MC,,OMDW,ETAR,2020-03-31 18:14:41+00:00,2020-04-01 05:10:56+00:00,2020-04-01 00:00:00+00:00,24.89840698242188,55.15782674153647,304.8,49.43512480137711,7.607809530722128,152.4
JBU623,B6623,adc9b6,,,KJFK,KLAX,2020-03-31 18:17:16+00:00,2020-04-01 00:08:51+00:00,2020-04-01 00:00:00+00:00,40.64848301774364,-73.76489119096237,304.8,33.937545776367195,-118.3811608139349,53.34
ANA113,NH113,8691ee,JA786A,B77W,KIAH,RJTT,2020-03-31 18:17:58+00:00,2020-04-01 07:41:31+00:00,2020-04-01 00:00:00+00:00,30.000403452727753,-95.36654663085938,304.8,35.483791545286024,139.8447953893783,533.4
QTR945,,06a0e5,,,WSSS,OTHH,2020-03-31 18:18:35+00:00,2020-04-01 01:50:35+00:00,2020-04-01 00:00:00+00:00,1.3807525634765618,104.0069166280455,304.8,25.24928283691406,51.62953694661459,30.48
EVE600P,,346114,,,LEMD,KMIA,2020-03-31 18:18:40+00:00,2020-04-01 02:54:55+00:00,2020-04-01 00:00:00+00:00,40.45120239257812,-3.54241943359375,914.4,25.79222081071239,-80.16516343602592,594.36
EIN9022,,4ca614,EI-FNG,A333,EIDW,,2020-03-31 18:19:45+00:00,2020-04-01 01:08:29+00:00,2020-04-01 00:00:00+00:00,53.42266845703125,-6.298383440290138,0.0,54.03593444824219,90.69072614397322,11887.2
AAL2439,AA2439,aa6ed1,N771XF,,KLAX,KLAX,2020-03-31 18:20:15+00:00,2020-04-01 00:49:25+00:00,2020-04-01 00:00:00+00:00,33.93795776367188,-118.3985932019292,0.0,33.9385986328125,-118.37034264389351,99.06
DHK923,,405f32,G-DHLE,B763,KMIA,EBBR,2020-03-31 18:21:58+00:00,2020-04-01 03:16:52+00:00,2020-04-01 00:00:00+00:00,25.78160690048994,-80.37224535672169,914.4,50.90259099410752,4.456710815429688,-53.34
AIC3506,,800734,VT-ANN,B788,EDDF,VABB,2020-03-31 18:22:20+00:00,2020-04-01 01:49:05+00:00,2020-04-01 00:00:00+00:00,50.04494747873079,8.57004114099451,-304.8,19.08888244628906,72.88104466029576,53.34
SDM6297,,4caf92,,,UUEE,,2020-03-31 18:22:50+00:00,2020-04-01 00:25:04+00:00,2020-04-01 00:00:00+00:00,55.9632568359375,37.36183860085227,609.6,49.90502308990995,132.5049158044764,9776.46
KAL9928,,71be43,HL7643,B748,LIMC,RKSI,2020-03-31 18:28:39+00:00,2020-04-01 05:13:37+00:00,2020-04-01 00:00:00+00:00,45.6207275390625,8.725547790527344,0.0,37.31840515136719,126.5868686107879,1013.46
BAW246,BA246,406590,G-STBD,B77W,SBGR,EGLL,2020-03-31 18:29:33+00:00,2020-04-01 05:08:53+00:00,2020-04-01 00:00:00+00:00,-23.41824289095604,-46.42557779947913,914.4,51.47769734010858,-0.423583984375,-30.48
QTR871,,06a062,A7-BAC,B77W,,OTHH,2020-03-31 18:32:42+00:00,2020-04-01 02:36:28+00:00,2020-04-01 00:00:00+00:00,28.03536987304688,108.0214339036208,9144.0,25.27516937255859,51.616477966308594,
CSN5202,CZ5202,780daa,B-2028,B77L,KORD,,2020-03-31 18:35:11+00:00,2020-04-01 07:26:37+00:00,2020-04-01 00:00:00+00:00,41.96903034792108,-87.90263331213663,0.0,36.21857206700211,123.2682378241356,11308.08
WGN7300,,a4e788,N415JN,MD11,PANC,VHHH,2020-03-31 18:36:27+00:00,2020-04-01 05:52:29+00:00,2020-04-01 00:00:00+00:00,61.18167114257812,-150.0044795445033,-304.8,22.29849243164062,113.9050514914773,-15.24
FDX19,,ac498c,N891FD,,PANC,RJBB,2020-03-31 18:37:18+00:00,2020-04-01 02:41:23+00:00,2020-04-01 00:00:00+00:00,61.17860412597656,-150.0027138846261,-304.8,34.42537986626059,135.2411842346191,76.2
ASA237,,a2f584,N290AK,,KJFK,KLAX,2020-03-31 18:37:53+00:00,2020-04-01 00:29:28+00:00,2020-04-01 00:00:00+00:00,40.645922644663656,-73.76651417125356,0.0,33.952835083007805,-118.39534214564729,83.82000000000002
CKK228,CK228,78071b,B-2082,B77L,KORD,,2020-03-31 18:38:48+00:00,2020-04-01 07:18:57+00:00,2020-04-01 00:00:00+00:00,41.969076900158896,-87.90263331213663,0.0,36.46474030058263,123.26099152260642,10698.48
IFA4059,,3c5824,D-AFAD,CL64,,VTBD,2020-03-31 18:39:22+00:00,2020-04-01 00:06:18+00:00,2020-04-01 00:00:00+00:00,24.48898315429688,54.75631713867188,4267.2,13.95643615722656,100.6292724609375,236.22
QTR9BM,,06a1a2,A7-AFG,A332,EBBR,OTHH,2020-03-31 18:39:23+00:00,2020-04-01 00:39:27+00:00,2020-04-01 00:00:00+00:00,50.90032196044922,4.466740376240498,-304.8,25.27600479125977,51.614634195963546,
SDM6542,,424920,VQ-BCO,A319,ULLI,,2020-03-31 18:40:42+00:00,2020-04-01 04:08:49+00:00,2020-04-01 00:00:00+00:00,59.80691683494438,30.173381936961214,609.6,59.78494417869438,30.90927650188577,1470.66
UAL838,UA838,a2b8b8,N2747U,,KSFO,KSFO,2020-03-31 18:42:10+00:00,2020-04-01 16:53:03+00:00,2020-04-01 00:00:00+00:00,37.62389102224576,-122.38757589588991,-304.8,37.613137455309854,-122.3617221998132,-38.1
SWA2759,WN2759,abb1de,N8525S,B738,KBWI,KOAK,2020-03-31 18:42:19+00:00,2020-04-01 00:19:50+00:00,2020-04-01 00:00:00+00:00,39.15458679199219,-76.65752245032269,304.8,37.70750427246094,-122.2232510181183,-68.58
GTI22,,abc96f,N859GT,B748,SBKP,KMIA,2020-03-31 18:43:16+00:00,2020-04-01 08:46:51+00:00,2020-04-01 00:00:00+00:00,-23.009328033964554,-47.13180541992188,609.6,25.805814064155193,-80.17703074329302,510.54
UPS2914,,a08826,N133UP,A306,KSDF,KRIR,2020-03-31 18:44:53+00:00,2020-04-01 00:57:29+00:00,2020-04-01 00:00:00+00:00,38.19493103027344,-85.75168041472739,304.8,34.054916381835945,-117.4787124322385,784.86
THY6237,,4b8472,TC-ACR,B744,VABB,LTBA,2020-03-31 18:45:04+00:00,2020-04-01 01:09:37+00:00,2020-04-01 00:00:00+00:00,19.08869856494968,72.8686190518466,0.0,40.97085571289062,28.8211669921875,0.0
CKS912,,a4b151,N401KZ,B744,KLCK,PANC,2020-03-31 18:45:13+00:00,2020-04-01 00:49:58+00:00,2020-04-01 00:00:00+00:00,39.85308837890625,-82.85518480383831,914.4,61.1678466796875,-150.0125231061663,-68.58
SVA3984,SV3984,4b8466,TC-ACF,B744,OMDW,VHHH,2020-03-31 18:45:58+00:00,2020-04-01 01:03:54+00:00,2020-04-01 00:00:00+00:00,24.90284729003906,55.15004475911459,0.0,22.29991149902344,113.9094460227273,-15.24
FTH517,,a67ba8,N517CF,C750,KHPN,KNUQ,2020-03-31 18:47:40+00:00,2020-04-01 00:05:58+00:00,2020-04-01 00:00:00+00:00,41.020751953125,-73.71112060546875,609.6,37.40528869628906,-122.04484006191821,-30.48
AFR671,,394a0e,F-GSQO,B77W,,LFPG,2020-03-31 18:47:57+00:00,2020-04-01 03:15:29+00:00,2020-04-01 00:00:00+00:00,-3.688934326171875,39.57768844345868,9753.6,49.02159118652344,2.531151404747596,30.48
AZG246,,42441f,VQ-BBM,B748,,VHHH,2020-03-31 18:48:45+00:00,2020-04-01 00:29:12+00:00,2020-04-01 00:00:00+00:00,41.26130676269531,67.4505615234375,11887.2,22.300989183328923,113.91281127929692,-22.86
KAL234,KE234,71be29,HL7629,B748,KSEA,RKSI,2020-03-31 18:49:20+00:00,2020-04-01 06:11:15+00:00,2020-04-01 00:00:00+00:00,47.429887157375525,-122.30811485877399,0.0,37.32147216796875,126.58447265625,990.6
DAL167,,a4bbde,N404DX,,KSEA,RJTT,2020-03-31 18:52:52+00:00,2020-04-01 05:07:29+00:00,2020-04-01 00:00:00+00:00,47.43498229980469,-122.3079071044922,0.0,35.48146393339513,139.82480962225728,457.2
N447JW,,a5657b,N447JW,,KFFZ,KFFZ,2020-03-31 18:59:07+00:00,2020-04-01 00:44:13+00:00,2020-04-01 00:00:00+00:00,33.46316528320312,-111.72332153320309,304.8,33.46444702148438,-111.7214538574219,441.96
E55147,,ae1451,05-5147,C17,KADW,KTIW,2020-03-31 18:59:23+00:00,2020-04-01 00:25:58+00:00,2020-04-01 00:00:00+00:00,38.833740234375,-76.92441857379413,609.6,47.277195817333144,-122.4522752028246,579.12
FDX21A,,a80941,N617FE,MD11,LFPG,,2020-03-31 19:00:13+00:00,2020-04-01 03:11:54+00:00,2020-04-01 00:00:00+00:00,49.02360301906779,2.5733305278577303,0.0,36.30474025920286,-88.7368644552028,8709.66
FDX3013,FX3013,a06e35,N127FE,B763,KEWR,KLAX,2020-03-31 19:01:03+00:00,2020-04-01 00:31:46+00:00,2020-04-01 00:00:00+00:00,40.69921875,-74.1641845703125,0.0,33.937728881835945,-118.3790308115434,60.96
QTR8185,,06a07f,A7-BFA,B77L,LEZG,KJFK,2020-03-31 19:01:15+00:00,2020-04-01 01:59:41+00:00,2020-04-01 00:00:00+00:00,41.65959762314618,-1.018023823582837,0.0,40.6636962890625,-73.740478515625,129.54
ICL1812,,738c06,4X-ICA,B744,,EBLG,2020-03-31 19:01:29+00:00,2020-04-01 02:02:29+00:00,2020-04-01 00:00:00+00:00,53.18630412473517,89.17699477251837,9753.6,50.641025607868784,5.453858246674409,
AIC3504,,8004dd,VT-ALO,B77W,EDDF,VABB,2020-03-31 19:01:38+00:00,2020-04-01 02:40:57+00:00,2020-04-01 00:00:00+00:00,50.04690267271914,8.57364139041385,-304.8,19.08897399902344,72.88746970040458,68.58
QTR56J,,06a077,A7-BAJ,B77W,VTBS,OTHH,2020-03-31 19:03:06+00:00,2020-04-01 02:02:27+00:00,2020-04-01 00:00:00+00:00,13.64263916015625,100.72710760708509,304.8,25.26250289658369,51.62366759102299,-15.24
AAR2413,,71bc21,HL7421,B744,PANC,RKSI,2020-03-31 19:03:25+00:00,2020-04-01 03:42:28+00:00,2020-04-01 00:00:00+00:00,61.17997741699219,-150.00349862234933,-304.8,37.322279073424255,126.5836367399796,998.22
CAL5322,,899111,B-18706,B744,RCTP,PANC,2020-03-31 19:03:40+00:00,2020-04-01 03:10:28+00:00,2020-04-01 00:00:00+00:00,25.066704184322035,121.23096969892391,0.0,61.16782495530985,-150.01627604166669,-76.2
KAL9926,KE9926,71c008,HL8008,B77W,EHAM,RKSI,2020-03-31 19:04:29+00:00,2020-04-01 05:10:13+00:00,2020-04-01 00:00:00+00:00,52.31399665444585,4.764083862304688,-304.8,37.31254577636719,126.59195270944151,1059.18
IBE0038,,3461cb,,,,LEMD,2020-03-31 19:04:42+00:00,2020-04-01 02:59:05+00:00,2020-04-01 00:00:00+00:00,52.00566101074219,86.93527221679688,12192.0,40.42611694335938,-3.516357421875,906.78
KAL908,KE908,71bf84,HL7784,B77W,EGLL,RKSI,2020-03-31 19:05:05+00:00,2020-04-01 05:05:44+00:00,2020-04-01 00:00:00+00:00,51.46499633789062,-0.4344795845650538,-304.8,37.31501770019531,126.5897320686503,1036.32
SIA7373,,76ccd1,9V-SFQ,B744,,WSAP,2020-03-31 19:05:23+00:00,2020-04-01 01:38:57+00:00,2020-04-01 00:00:00+00:00,24.96208190917969,55.87819417317709,2743.2,1.256561279296875,103.93853139069121,601.98
TAX213,,886141,,,LKPR,VTBD,2020-03-31 19:06:18+00:00,2020-04-01 04:54:37+00:00,2020-04-01 00:00:00+00:00,50.11981201171875,14.285551372327301,304.8,14.09056091308594,100.6599584119073,800.1
CAL5133,,899101,B-18715,B744,KORD,PANC,2020-03-31 19:07:20+00:00,2020-04-01 00:52:48+00:00,2020-04-01 00:00:00+00:00,41.96545028686523,-87.88801886818622,0.0,61.1678466796875,-150.0188991001674,-76.2
GEC8472,LH8472,3c70c6,,,EDDF,VABB,2020-03-31 19:07:28+00:00,2020-04-01 03:00:26+00:00,2020-04-01 00:00:00+00:00,50.040606482554296,8.544857953045819,-304.8,19.08869934082031,72.8662327357701,-22.86
TNO302,6R302,0d0822,XA-EFR,B762,SKBO,KLAX,2020-03-31 19:10:34+00:00,2020-04-01 09:06:29+00:00,2020-04-01 00:00:00+00:00,4.688140869140625,-74.11851785950745,2438.4,33.94752114506091,-118.4278678894043,53.34
ISS2037,,345618,,,OMDW,LIRF,2020-03-31 19:10:37+00:00,2020-04-01 02:01:59+00:00,2020-04-01 00:00:00+00:00,25.02131575244968,55.18453346108491,1828.8,41.76544189453125,12.24732138893821,106.68
